Ngày đăng bài,Năm SX,Tên xe,Xuất xứ,Địa điểm,Kiểu dáng,Số km đã đi,Hộp số,Tình trạng,Nhiên liệu
16/10/2025,2025,Lexus GX 550 Luxury,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2023,Mazda 3 1.5L Sport Premium,Lắp ráp trong nước,Hà Nội,Hatchback,8796,N/A,Xe cũ,Xăng
16/10/2025,2013,Toyota Fortuner 2.7V 4x2 AT,Lắp ráp trong nước,Hà Nội,SUV,130000,N/A,Xe cũ,Xăng
16/10/2025,2025,Hyundai Tucson 2.0 AT Đặc biệt,Lắp ráp trong nước,Hà Nội,Crossover,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Ford Ranger Raptor 2.0L 4x4 AT,Nhập khẩu,Hà Nội,Bán tải / Pickup,N/A,N/A,Xe mới,Dầu
16/10/2025,2023,Hyundai Elantra 1.6 AT Tiêu chuẩn,Lắp ráp trong nước,N/A,Sedan,16000,N/A,Xe cũ,Xăng
16/10/2025,2021,Kia Morning GT-Line,Lắp ráp trong nước,N/A,Hatchback,40000,N/A,Xe cũ,Xăng
16/10/2025,2017,Volkswagen Tiguan Allspace,Nhập khẩu,Hà Nội,SUV,90000,N/A,Xe cũ,Xăng
16/10/2025,2022,Toyota Prado VX 2.7L,Nhập khẩu,Hà Nội,SUV,70000,N/A,Xe cũ,Xăng
16/10/2025,2023,Ford Everest Titanium 2.0L 4x2 AT,Nhập khẩu,Hà Nội,SUV,45000,N/A,Xe cũ,Dầu
16/10/2025,2025,Hyundai Tucson 2.0 AT Đặc biệt,Lắp ráp trong nước,N/A,Crossover,1000,N/A,Xe cũ,Xăng
16/10/2025,2022,Lexus RX 300,Nhập khẩu,Hà Nội,SUV,2200,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Everest Titanium Plus 2.0L 4x4 AT,Nhập khẩu,TP HCM,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2024,Toyota Prado LC250 2.4L,Nhập khẩu,TP HCM,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2024,VinFast VF9 Plus,Lắp ráp trong nước,Hà Nội,SUV,5000,N/A,Xe cũ,Điện
16/10/2025,2010,Porsche Panamera 3.6 V6,Nhập khẩu,TP HCM,Sedan,0,N/A,Xe cũ,Xăng
16/10/2025,2019,Toyota Prado VX 2.7L,Nhập khẩu,Hà Nội,SUV,110000,N/A,Xe cũ,Xăng
16/10/2025,2018,BMW 7 Series 740Li,Nhập khẩu,Hà Nội,Sedan,60000,N/A,Xe cũ,Xăng
16/10/2025,2025,Mazda 2 Sport Luxury,Nhập khẩu,TP,Hatchback,N/A,N/A,Xe mới,Xăng
16/10/2025,2017,Suzuki Swift 1.4 AT,Lắp ráp trong nước,Hà Nội,Hatchback,70000,N/A,Xe cũ,Xăng
16/10/2025,2025,VinFast VF6 Eco,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Điện
16/10/2025,2025,BYD Dolphin GLX,Nhập khẩu,Hà Nội,Hatchback,N/A,N/A,Xe mới,Điện
16/10/2025,2020,Mazda BT50 Luxury 2.2L 4x2 AT,Nhập khẩu,Hà Nội,Bán tải / Pickup,70000,N/A,Xe cũ,Dầu
16/10/2025,2012,Porsche Cayenne 3.6 V6,Nhập khẩu,Hà Nội,SUV,100000,N/A,Xe cũ,Xăng
16/10/2025,2025,Hyundai Custin Cao Cấp 2.0T,Lắp ráp trong nước,TP HCM,Van/Minivan,10000,N/A,Xe cũ,Xăng
16/10/2025,2025,Hyundai Creta N Line 1.5 AT,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Toyota Vios G 1.5 CVT,Lắp ráp trong nước,TP,Sedan,N/A,N/A,Xe mới,Xăng
16/10/2025,2024,Ford Explorer Limited 2.3L EcoBoost,Nhập khẩu,TP HCM,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2012,Honda CRV 2.4 AT,Lắp ráp trong nước,Hà Nội,SUV,100000,N/A,Xe cũ,Xăng
16/10/2025,2020,Bentley Bentayga 4.0 V8,Nhập khẩu,Hà Nội,SUV,1300,N/A,Xe cũ,Xăng
16/10/2025,2023,Lynk & Co 01 Hyper Pro,Nhập khẩu,Hà Nội,SUV,27000,N/A,Xe cũ,Xăng
16/10/2025,2024,Toyota Prado LC250 2.4L,Nhập khẩu,TP HCM,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2020,Mercedes Benz S class S450L,Lắp ráp trong nước,Hà Nội,Sedan,50000,N/A,Xe cũ,Xăng
16/10/2025,2024,VinFast VF9 Plus,Lắp ráp trong nước,Hà Nội,SUV,5000,N/A,Xe cũ,Điện
16/10/2025,2025,Honda BR V L,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2023,Hyundai Accent 1.4 AT,Lắp ráp trong nước,N/A,Sedan,51000,N/A,Xe cũ,Xăng
16/10/2025,2019,Toyota Yaris 1.5G,Nhập khẩu,Hà Nội,Hatchback,60000,N/A,Xe cũ,Xăng
16/10/2025,2025,VinFast VF6 Eco,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Điện
16/10/2025,2023,VinFast VF8 Plus AWD,Lắp ráp trong nước,N/A,SUV,56000,N/A,Xe cũ,Điện
16/10/2025,2010,Jaguar XJ series XJL 5.0 Supercharged,Nhập khẩu,TP HCM,Sedan,0,N/A,Xe cũ,Xăng
16/10/2025,2012,Porsche Cayenne 3.6 V6,Nhập khẩu,Hà Nội,SUV,100000,N/A,Xe cũ,Xăng
16/10/2025,2025,Hyundai Creta N Line 1.5 AT,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Toyota Vios G 1.5 CVT,Lắp ráp trong nước,TP,Sedan,N/A,N/A,Xe mới,Xăng
16/10/2025,2024,Ford Explorer Limited 2.3L EcoBoost,Nhập khẩu,TP HCM,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2012,Honda CRV 2.4 AT,Lắp ráp trong nước,Hà Nội,SUV,100000,N/A,Xe cũ,Xăng
16/10/2025,2018,Mercedes Benz E class E200,Lắp ráp trong nước,TP HCM,Sedan,55000,N/A,Xe cũ,Xăng
16/10/2025,2020,Bentley Bentayga 4.0 V8,Nhập khẩu,Hà Nội,SUV,1300,N/A,Xe cũ,Xăng
16/10/2025,2014,Audi A7 3.0 TFSI,Nhập khẩu,Hà Nội,Sedan,138000,N/A,Xe cũ,Xăng
16/10/2025,2022,Lexus ES 250,Nhập khẩu,Hà Nội,Sedan,59000,N/A,Xe cũ,Xăng
16/10/2025,2008,Toyota Highlander 3.5,Nhập khẩu,Hà Nội,SUV,193000,N/A,Xe cũ,Xăng
16/10/2025,2019,Mercedes Benz C class C200,Lắp ráp trong nước,TP HCM,Sedan,50000,N/A,Xe cũ,Xăng
16/10/2025,2024,Mercedes Benz C class C63 S E Performance AMG 4Matic,Nhập khẩu,TP HCM,Sedan,0,N/A,Xe cũ,Xăng
16/10/2025,2022,Lexus RX 300,Nhập khẩu,Hà Nội,SUV,22000,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Everest Titanium 2.0L 4x2 AT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2021,Porsche Macan 2.0,Nhập khẩu,TP HCM,SUV,45000,N/A,Xe cũ,Xăng
16/10/2025,2021,Ford Ranger Limited 2.0L 4x4 AT,Lắp ráp trong nước,N/A,Bán tải / Pickup,66000,N/A,Xe cũ,Dầu
16/10/2025,2018,Chevrolet Colorado LTZ 2.8L 4x4 AT,Nhập khẩu,Hà Nội,Bán tải / Pickup,120000,N/A,Xe cũ,Dầu
16/10/2025,2013,Kia Carens EXMT,Lắp ráp trong nước,N/A,Crossover,0,N/A,Xe cũ,Xăng
16/10/2025,2020,Porsche Macan 2.0,Nhập khẩu,TP HCM,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2022,Hyundai Accent 1.4 AT,Lắp ráp trong nước,Hà Nội,Sedan,13000,N/A,Xe cũ,Xăng
16/10/2025,2018,Mercedes Benz S class S450L,Lắp ráp trong nước,TP HCM,Sedan,0,N/A,Xe cũ,Xăng
16/10/2025,2021,Porsche Macan 2.0,Nhập khẩu,TP HCM,SUV,55000,N/A,Xe cũ,Xăng
16/10/2025,2019,Mercedes Benz E class E300 AMG,Lắp ráp trong nước,TP HCM,Sedan,0,N/A,Xe cũ,Xăng
16/10/2025,2016,Mercedes Benz E class E200,Lắp ráp trong nước,TP HCM,Sedan,80000,N/A,Xe cũ,Xăng
16/10/2025,2025,VinFast VF3 Plus,Lắp ráp trong nước,N/A,Hatchback,N/A,N/A,Xe mới,Điện
16/10/2025,2024,Volvo S90 LWB Ultimate Recharge T8 AWD,Nhập khẩu,TP HCM,Sedan,3500,N/A,Xe cũ,Hybrid
16/10/2025,2024,Volkswagen Teramont President 2.0 AT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2019,Mercedes Benz E class E200 Sport,Lắp ráp trong nước,TP HCM,Sedan,41000,N/A,Xe cũ,Xăng
16/10/2025,2017,Mercedes Benz S class Maybach S450,Nhập khẩu,TP HCM,Sedan,66000,N/A,Xe cũ,Xăng
16/10/2025,2021,Mercedes Benz GLC 300 4Matic,Lắp ráp trong nước,TP HCM,SUV,50000,N/A,Xe cũ,Xăng
16/10/2025,2019,Mercedes Benz E class E200 Sport,Lắp ráp trong nước,TP HCM,Sedan,68000,N/A,Xe cũ,Xăng
16/10/2025,2013,LandRover Range Rover Autobiography 5.0,Nhập khẩu,Hà Nội,SUV,90000,N/A,Xe cũ,Xăng
16/10/2025,2020,Ford Ranger Wildtrak 2.0L 4x4 AT,Nhập khẩu,N/A,Bán tải / Pickup,100000,N/A,Xe cũ,Dầu
16/10/2025,2025,MG HS 1.5T DEL,Nhập khẩu,N/A,Crossover,N/A,N/A,Xe mới,Xăng
16/10/2025,2024,Lexus LM 500h,Nhập khẩu,Hà Nội,Van/Minivan,11000,N/A,Xe cũ,Hybrid
16/10/2025,2017,Porsche Macan 2.0,Nhập khẩu,Hà Nội,SUV,79000,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Yaris Cross 1.5 D-CVT,Nhập khẩu,TP HCM,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2021,Jeep Wrangler Sport 2.0 4x4 AT,Nhập khẩu,Hà Nội,SUV,48000,N/A,Xe cũ,Xăng
16/10/2025,2019,Hyundai Kona 2.0 AT,Lắp ráp trong nước,N/A,Crossover,80000,N/A,Xe cũ,Xăng
16/10/2025,2021,Toyota Corolla Cross 1.8G,Nhập khẩu,Hà Nội,SUV,29000,N/A,Xe cũ,Xăng
16/10/2025,2024,Mercedes Benz GLC 300 4Matic,Lắp ráp trong nước,N/A,SUV,15000,N/A,Xe cũ,Hybrid
16/10/2025,2017,Mercedes Benz C class C300 AMG,Lắp ráp trong nước,Hà Nội,Sedan,96000,N/A,Xe cũ,Xăng
16/10/2025,2020,Mercedes Benz S class S450L,Lắp ráp trong nước,TP HCM,Sedan,70000,N/A,Xe cũ,Xăng
16/10/2025,2021,Mitsubishi Xpander Cross 1.5 AT,Nhập khẩu,TP HCM,SUV,48000,N/A,Xe cũ,Xăng
16/10/2025,2016,Mazda 6 2.5 AT,Lắp ráp trong nước,Hà Nội,Sedan,0,N/A,Xe cũ,Xăng
16/10/2025,2019,Lexus RX 350 F Sport,Nhập khẩu,Hà Nội,SUV,98000,N/A,Xe cũ,Xăng
16/10/2025,2010,Honda Pilot 3.5 V6 AWD,Nhập khẩu,Hà Nội,SUV,110000,N/A,Xe cũ,Xăng
16/10/2025,2020,VinFast Lux A 2.0 Premium 2.0 AT,Lắp ráp trong nước,Hà Nội,Sedan,50000,N/A,Xe cũ,Xăng
16/10/2025,2020,Mercedes Benz GLC 300 4Matic,Lắp ráp trong nước,TP HCM,SUV,9000,N/A,Xe cũ,Xăng
16/10/2025,2022,VinFast Lux A 2.0 Tiêu chuẩn,Lắp ráp trong nước,N/A,Sedan,25000,N/A,Xe cũ,Xăng
16/10/2025,2016,Mazda 3 1.5 AT,Lắp ráp trong nước,N/A,Sedan,0,N/A,Xe cũ,Xăng
16/10/2025,2022,VinFast VF e34 AT,Lắp ráp trong nước,TP HCM,Crossover,56000,N/A,Xe cũ,Điện
16/10/2025,2017,Toyota Fortuner 2.7V 4x2 AT,Nhập khẩu,Hà Nội,SUV,130000,N/A,Xe cũ,Xăng
16/10/2025,2018,Kia Cerato 1.6 AT,Lắp ráp trong nước,Hà Nội,Sedan,62000,N/A,Xe cũ,Xăng
16/10/2025,2019,Toyota Fortuner 2.4G 4x2 MT,Nhập khẩu,Hà Nội,SUV,98369,N/A,Xe cũ,Dầu
16/10/2025,2020,Mercedes Benz S class S450L,Lắp ráp trong nước,N/A,Sedan,50000,N/A,Xe cũ,Xăng
16/10/2025,2022,Toyota Innova G 2.0 AT,Lắp ráp trong nước,TP HCM,Crossover,47000,N/A,Xe cũ,Xăng
16/10/2025,2024,Ford Everest Platinum 2.0L 4x4 AT,Nhập khẩu,Hà Nội,SUV,0,N/A,Xe cũ,Dầu
16/10/2025,2021,Lexus ES 250 F Sport,Nhập khẩu,Hà Nội,Sedan,26789,N/A,Xe cũ,Xăng
16/10/2025,2023,Mercedes Benz E class E180,Lắp ráp trong nước,N/A,Sedan,N/A,N/A,Xe mới,Xăng
16/10/2025,2021,Mitsubishi Xpander Cross 1.5 AT,Nhập khẩu,TP HCM,SUV,48000,N/A,Xe cũ,Xăng
16/10/2025,2021,Mercedes Benz GLC 200 4Matic,Lắp ráp trong nước,Hà Nội,SUV,70000,N/A,Xe cũ,Xăng
16/10/2025,2021,Mercedes Benz S class S450L Luxury,Lắp ráp trong nước,Hà Nội,Sedan,40000,N/A,Xe cũ,Xăng
16/10/2025,2022,Toyota Corolla altis 1.8V,Nhập khẩu,N/A,Sedan,100000,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Territory Titanium X 1.5 AT,Lắp ráp trong nước,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2015,Toyota Innova 2.0G,Lắp ráp trong nước,TP,Crossover,110000,N/A,Xe cũ,Xăng
16/10/2025,2009,Honda Civic 1.8 AT,Lắp ráp trong nước,Hà Nội,Sedan,88000,N/A,Xe cũ,Xăng
16/10/2025,2022,Mazda CX8 Luxury,Lắp ráp trong nước,TP HCM,SUV,38000,N/A,Xe cũ,Xăng
16/10/2025,2022,VinFast Lux A 2.0 Tiêu chuẩn,Lắp ráp trong nước,N/A,Sedan,25000,N/A,Xe cũ,Xăng
16/10/2025,2016,Mazda 3 1.5 AT,Lắp ráp trong nước,N/A,Sedan,0,N/A,Xe cũ,Xăng
16/10/2025,2025,Honda City L 1.5 AT,Lắp ráp trong nước,N/A,Sedan,N/A,N/A,Xe mới,Xăng
16/10/2025,2023,Mercedes Benz GLC 200 4Matic,Lắp ráp trong nước,Hà Nội,SUV,21000,N/A,Xe cũ,Xăng
16/10/2025,2021,BMW X5 xDrive40i xLine Plus,Nhập khẩu,Hà Nội,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2019,Kia Cerato 2.0 AT Premium,Lắp ráp trong nước,TP,Sedan,30000,N/A,Xe cũ,Xăng
16/10/2025,2023,VinFast VF8 Eco AWD,Lắp ráp trong nước,N/A,SUV,N/A,N/A,Xe mới,Điện
16/10/2025,2019,Suzuki Swift GLX 1.2 AT,Nhập khẩu,Hà Nội,Hatchback,16000,N/A,Xe cũ,Xăng
16/10/2025,2016,Nissan X trail 2.0 SL 2WD,Lắp ráp trong nước,Hà Nội,SUV,10000,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Everest Titanium 2.0L 4x2 AT,Nhập khẩu,Hà Nội,SUV,3900,N/A,Xe cũ,Dầu
16/10/2025,2025,VinFast VF3 Plus,Lắp ráp trong nước,TP HCM,Hatchback,N/A,N/A,Xe mới,Điện
16/10/2025,2023,Kia Sonet Premium 1.5 AT,Lắp ráp trong nước,TP HCM,Crossover,32900,N/A,Xe cũ,Xăng
16/10/2025,2020,Toyota Camry 2.0G,Nhập khẩu,N/A,Sedan,0,N/A,Xe cũ,Xăng
16/10/2025,2025,Kia Carnival Signature 2.2D,Lắp ráp trong nước,TP HCM,Van/Minivan,N/A,N/A,Xe mới,Dầu
16/10/2025,2016,Mercedes Benz C class C250 Exclusive,Lắp ráp trong nước,Hà Nội,Sedan,63000,N/A,Xe cũ,Xăng
16/10/2025,2015,Toyota Innova 2.0G,Lắp ráp trong nước,TP,Crossover,110000,N/A,Xe cũ,Xăng
16/10/2025,2024,Hyundai Creta Đặc biệt 1.5 AT,Lắp ráp trong nước,TP HCM,SUV,2847,N/A,Xe cũ,Xăng
16/10/2025,2020,VinFast Fadil 1.4 AT Plus,Lắp ráp trong nước,Hà Nội,Hatchback,59000,N/A,Xe cũ,Xăng
16/10/2025,2022,Mercedes Benz GLS 450 4Matic,Nhập khẩu,Hà Nội,SUV,40000,N/A,Xe cũ,Xăng
16/10/2025,2010,Kia Morning SLX 1.0 AT,Nhập khẩu,Hà Nội,Hatchback,140000,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Yaris Cross HEV 1.5 CVT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Hybrid
16/10/2025,2021,Toyota Corolla Cross 1.8V,Nhập khẩu,Hà Nội,SUV,42000,N/A,Xe cũ,Xăng
16/10/2025,2021,BMW X5 xDrive40i xLine Plus,Nhập khẩu,Hà Nội,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2025,Mitsubishi Xpander Cross 1.5 AT,Nhập khẩu,TP HCM,SUV,21000,N/A,Xe cũ,Xăng
16/10/2025,2014,Ford Ranger Wildtrak 3.2L 4x4 AT,Nhập khẩu,Bến xe cũ thành phố,Bán tải / Pickup,100000,N/A,Xe cũ,Dầu
16/10/2025,2019,Toyota Prado VX 2.7L,Nhập khẩu,Hà Nội,SUV,135000,N/A,Xe cũ,Xăng
16/10/2025,2025,Lexus LX 600 Urban,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Ford Everest Titanium 2.0L 4x2 AT,Nhập khẩu,Hà Nội,SUV,3900,N/A,Xe cũ,Dầu
16/10/2025,2025,Ford Transit Premium,Lắp ráp trong nước,TP HCM,Van/Minivan,N/A,N/A,Xe mới,Dầu
16/10/2025,2025,Ford Territory Titanium X 1.5 AT,Lắp ráp trong nước,N/A,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2024,Mercedes Benz EQE 500 4Matic,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Điện
16/10/2025,2022,Kia K3 Premium 2.0 AT,Lắp ráp trong nước,N/A,Sedan,40,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Land Cruiser 3.5 V6,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2024,Peugeot 408 GT 1.6 AT,Lắp ráp trong nước,TP,Crossover,5000,N/A,Xe cũ,Xăng
16/10/2025,2025,VinFast VF3 Plus,Lắp ráp trong nước,Hà Nội,Hatchback,N/A,N/A,Xe mới,Điện
16/10/2025,2014,Kia Sportage 2.0 AT,Nhập khẩu,Hà Nội,Crossover,100000,N/A,Xe cũ,Xăng
16/10/2025,2017,Kia Sorento DATH,Lắp ráp trong nước,Hà Nội,SUV,91000,N/A,Xe cũ,Dầu
16/10/2025,2019,Mitsubishi Xpander 1.5 AT,Nhập khẩu,TP HCM,SUV,20000,N/A,Xe cũ,Xăng
16/10/2025,2025,Kia Sportage Signature 2.0G,Lắp ráp trong nước,Hà Nội,Crossover,6000,N/A,Xe cũ,Xăng
16/10/2025,2014,Honda CRV 2.0 AT,Lắp ráp trong nước,Hà Nội,SUV,120000,N/A,Xe cũ,Xăng
16/10/2025,2021,MG ZS Luxury 1.5 AT 2WD,Nhập khẩu,N/A,Crossover,60000,N/A,Xe cũ,Xăng
16/10/2025,2019,VinFast Lux A 2.0 Base 2.0 AT,Lắp ráp trong nước,Hà Nội,Sedan,90000,N/A,Xe cũ,Xăng
16/10/2025,2025,VinFast VF5 Plus,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Điện
16/10/2025,2022,Hyundai SantaFe Cao cấp 2.2L HTRAC,Lắp ráp trong nước,Hà Nội,SUV,87000,N/A,Xe cũ,Dầu
16/10/2025,2016,BMW 2 Series 218i Gran Tourer,Nhập khẩu,TP HCM,Crossover,70000,N/A,Xe cũ,Xăng
16/10/2025,2022,Kia Carens 1.5D Premium,Lắp ráp trong nước,Hà Nội,SUV,50000,N/A,Xe cũ,Dầu
16/10/2025,2019,Toyota Prado VX 2.7L,Nhập khẩu,Hà Nội,SUV,135000,N/A,Xe cũ,Xăng
16/10/2025,2022,Toyota Innova G 2.0 AT,Lắp ráp trong nước,Hà Nội,Crossover,85000,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Everest Sport 2.0L 4x2 AT,Nhập khẩu,N/A,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2017,Ford Ranger Wildtrak 3.2L 4x4 AT,Nhập khẩu,Hà Nội,Bán tải / Pickup,90000,N/A,Xe cũ,Dầu
16/10/2025,2016,Lexus LX 570,Nhập khẩu,Hà Nội,SUV,21000,N/A,Xe cũ,Xăng
16/10/2025,2021,Lexus RX 300,Nhập khẩu,Hà Nội,SUV,40000,N/A,Xe cũ,Xăng
16/10/2025,2020,Toyota Corolla Cross 1.8V,Nhập khẩu,Hà Nội,SUV,62000,N/A,Xe cũ,Xăng
16/10/2025,2022,VinFast Lux A 2.0 Tiêu chuẩn,Lắp ráp trong nước,Hà Nội,Sedan,50000,N/A,Xe cũ,Xăng
16/10/2025,2022,Kia K3 Premium 2.0 AT,Lắp ráp trong nước,N/A,Sedan,40,N/A,Xe cũ,Xăng
16/10/2025,2024,Audi Q5 45 TFSI Quattro,Nhập khẩu,TP HCM,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2008,Mercedes Benz C class C200 Elegance,Lắp ráp trong nước,TP HCM,Sedan,87975,N/A,Xe cũ,Xăng
16/10/2025,1989,Toyota Land Cruiser BJ70 4.0 MT Trước 1990,Nhập khẩu,TP HCM,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2020,Mercedes Benz GLE Class GLE 450 4Matic,Nhập khẩu,TP HCM,SUV,60000,N/A,Xe cũ,Hybrid
16/10/2025,2025,Toyota Wigo G 1.2 AT,Nhập khẩu,TP HCM,Hatchback,N/A,N/A,Xe mới,Xăng
16/10/2025,2021,Kia Morning X-Line,Lắp ráp trong nước,TP HCM,Hatchback,59000,N/A,Xe cũ,Xăng
16/10/2025,2016,Toyota Fortuner TRD Sportivo 4x2 AT,Lắp ráp trong nước,Hà Nội,SUV,100000,N/A,Xe cũ,Xăng
16/10/2025,2018,BMW 7 Series 730Li,Nhập khẩu,Hà Nội,Sedan,0,N/A,Xe cũ,Xăng
16/10/2025,2022,Hyundai SantaFe Cao cấp 2.2L HTRAC,Lắp ráp trong nước,Hà Nội,SUV,87000,N/A,Xe cũ,Dầu
16/10/2025,2022,Kia Carens 1.5D Premium,Lắp ráp trong nước,Hà Nội,SUV,50000,N/A,Xe cũ,Dầu
16/10/2025,2015,Toyota Innova 2.0E,Lắp ráp trong nước,TP HCM,Crossover,63000,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Everest Sport 2.0L 4x2 AT,Nhập khẩu,N/A,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2018,Toyota Vios 1.5G,Lắp ráp trong nước,N/A,Sedan,150000,N/A,Xe cũ,Xăng
16/10/2025,2017,Ford Ranger Wildtrak 3.2L 4x4 AT,Nhập khẩu,Hà Nội,Bán tải / Pickup,90000,N/A,Xe cũ,Dầu
16/10/2025,2013,Kia Picanto S 1.25 AT,Lắp ráp trong nước,N/A,Hatchback,0,N/A,Xe cũ,Xăng
16/10/2025,2018,Mercedes Benz C class C200 Exclusive,Lắp ráp trong nước,TP HCM,Sedan,62000,N/A,Xe cũ,Hybrid
16/10/2025,2021,Lexus RX 300,Nhập khẩu,Hà Nội,SUV,40000,N/A,Xe cũ,Xăng
16/10/2025,2024,Audi Q5 45 TFSI Quattro,Nhập khẩu,TP HCM,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2017,Toyota Innova 2.0E,Lắp ráp trong nước,N/A,Crossover,0,N/A,Xe cũ,Xăng
16/10/2025,2008,Mercedes Benz C class C200 Elegance,Lắp ráp trong nước,TP HCM,Sedan,87975,N/A,Xe cũ,Xăng
16/10/2025,1989,Toyota Land Cruiser BJ70 4.0 MT Trước 1990,Nhập khẩu,TP HCM,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2019,Isuzu MU-X 1.9 4X2 AT,Nhập khẩu,N/A,SUV,40000,N/A,Xe cũ,Dầu
16/10/2025,2020,Mercedes Benz GLE Class GLE 450 4Matic,Nhập khẩu,TP HCM,SUV,60000,N/A,Xe cũ,Hybrid
16/10/2025,2011,Toyota Innova G,Lắp ráp trong nước,TP HCM,Crossover,175000,N/A,Xe cũ,Xăng
16/10/2025,2010,Toyota Fortuner 2.5G,Lắp ráp trong nước,Hà Nội,SUV,0,N/A,Xe cũ,Dầu
16/10/2025,2021,Kia Morning X-Line,Lắp ráp trong nước,TP HCM,Hatchback,59000,N/A,Xe cũ,Xăng
16/10/2025,2018,BMW 7 Series 730Li,Nhập khẩu,Hà Nội,Sedan,0,N/A,Xe cũ,Xăng
16/10/2025,2016,Mercedes Benz C class C250 Exclusive,Lắp ráp trong nước,Hà Nội,Sedan,113000,N/A,Xe cũ,Xăng
16/10/2025,2021,Mitsubishi Xpander 1.5 AT,Nhập khẩu,N/A,SUV,39000,N/A,Xe cũ,Xăng
16/10/2025,2022,Mercedes Benz GLA class GLA 45 S AMG 4Matic,Nhập khẩu,TP HCM,SUV,50000,N/A,Xe cũ,Xăng
16/10/2025,2018,Mazda 3 1.5 AT,Lắp ráp trong nước,Hà Nội,Hatchback,0,N/A,Xe cũ,Xăng
16/10/2025,2011,Hyundai Elantra 1.6 MT,Lắp ráp trong nước,N/A,Sedan,100000,N/A,Xe cũ,Xăng
16/10/2025,2023,VinFast VF8 Plus AWD,Lắp ráp trong nước,Hà Nội,SUV,52000,N/A,Xe cũ,Điện
16/10/2025,2013,Kia Picanto S 1.25 AT,Lắp ráp trong nước,N/A,Hatchback,0,N/A,Xe cũ,Xăng
16/10/2025,2015,Kia Rio 1.4 AT,Nhập khẩu,Hà Nội,Sedan,120,N/A,Xe cũ,Xăng
16/10/2025,2020,Ford Ranger XLS 2.2L 4x2 AT,Nhập khẩu,Hà Nội,Bán tải / Pickup,19000,N/A,Xe cũ,Dầu
16/10/2025,2025,Mini Countryman S ALL4,Nhập khẩu,Hà Nội,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2025,VinFast VF3 Plus,Lắp ráp trong nước,Hà Nội,Hatchback,N/A,N/A,Xe mới,Điện
16/10/2025,2020,BMW 7 Series 740Li,Nhập khẩu,TP HCM,Sedan,19000,N/A,Xe cũ,Xăng
16/10/2025,2020,Mercedes Benz GLC 200 4Matic,Lắp ráp trong nước,Hà Nội,SUV,64373,N/A,Xe cũ,Xăng
16/10/2025,2016,Lexus RX 350,Nhập khẩu,Hà Nội,SUV,86000,N/A,Xe cũ,Xăng
16/10/2025,2025,Kia Seltos Deluxe 1.5 AT,Lắp ráp trong nước,TP HCM,Crossover,N/A,N/A,Xe mới,Xăng
